,pk_cid,recomendacion,precio,prob
283,1102681,debit_card,60,0.3281630306383577
284,1102881,debit_card,60,0.3482117522736268
285,1103874,debit_card,60,0.25966539199594924
286,1104035,debit_card,60,0.47452692331435903
287,1104733,debit_card,60,0.29271123798010146
288,1104766,debit_card,60,0.7484508473271622
289,1105255,debit_card,60,0.2517227296564633
290,1105817,debit_card,60,0.27612923923905835
291,1105856,debit_card,60,0.316665205326383
292,1105864,debit_card,60,0.3729913053421983
293,1105930,debit_card,60,0.2675873562512556
294,1105931,debit_card,60,0.7428529340131318
295,1105985,debit_card,60,0.26841300123829565
296,1106596,debit_card,60,0.336769447913553
297,1107754,debit_card,60,0.6450609088915427
298,1108432,debit_card,60,0.28372818717533704
299,1108562,debit_card,60,0.36867835877991345
300,1108563,debit_card,60,0.34740804234244416
301,1108624,debit_card,60,0.36846694639294925
302,1108814,debit_card,60,0.8196205335741188
303,1109167,debit_card,60,0.25441671317881703
304,1109168,debit_card,60,0.25444553668686415
305,1109175,debit_card,60,0.2809984647572853
306,1109185,debit_card,60,0.26812000010808895
307,1109199,debit_card,60,0.7646244966362703
308,1109213,debit_card,60,0.25830728858477575
309,1110085,debit_card,60,0.34766039999393117
310,1110111,debit_card,60,0.34092079540910125
311,1110656,debit_card,60,0.3483365876076712
312,1110665,debit_card,60,0.32884990034449696
313,1110795,debit_card,60,0.2586537128382737
314,1111407,debit_card,60,0.7698767227697209
315,1111445,debit_card,60,0.2894967224934091
316,1111477,debit_card,60,0.6970999454136859
317,1111522,debit_card,60,0.6786629817736796
318,1111572,debit_card,60,0.3806366208858287
319,1111799,debit_card,60,0.7894349236122071
320,1112043,debit_card,60,0.2859121148170406
321,1112158,debit_card,60,0.41629063003414907
322,1112167,debit_card,60,0.2800330287866311
323,1112679,debit_card,60,0.32423686073703667
324,1112689,debit_card,60,0.2967033047581429
325,1112901,debit_card,60,0.7637512165913678
326,1112991,debit_card,60,0.7690255143639759
327,1113381,debit_card,60,0.46120722699718936
328,1113461,debit_card,60,0.7746852835026736
329,1113566,debit_card,60,0.2667594100787908
330,1113578,debit_card,60,0.3764904415835666
331,1113830,debit_card,60,0.8321708958744866
332,1113874,debit_card,60,0.7031088446400993
333,1113935,debit_card,60,0.7557754503196843
334,1114486,debit_card,60,0.28682007658760034
335,1114569,debit_card,60,0.30576827605424706
336,1114634,debit_card,60,0.30457108364638014
337,1114652,debit_card,60,0.771483467821262
338,1114716,debit_card,60,0.2766099108260819
339,1114732,debit_card,60,0.7684509003786458
340,1114893,debit_card,60,0.25804244847174146
341,1114956,debit_card,60,0.7722657075627564
342,1114990,debit_card,60,0.7681738056225244
343,1115082,debit_card,60,0.8295210209296482
344,1115151,debit_card,60,0.8037974699574676
345,1115461,debit_card,60,0.7932609679941355
346,1115934,debit_card,60,0.7571523480107479
347,1116058,debit_card,60,0.3767030074546164
348,1116199,debit_card,60,0.35390236747845705
349,1116687,debit_card,60,0.26951455460772145
350,1117550,debit_card,60,0.8961267471068523
351,1117851,debit_card,60,0.26666233267665845
352,1117879,debit_card,60,0.774394482130629
353,1118233,debit_card,60,0.3332290065056248
354,1118352,debit_card,60,0.49838147130760574
355,1118910,debit_card,60,0.3372472694564562
356,1119247,debit_card,60,0.8013728927231658
357,1119781,debit_card,60,0.8760789450891836
358,1119834,debit_card,60,0.2585154411249683
359,1119900,debit_card,60,0.7177431252726894
360,1119965,debit_card,60,0.761821468870767
361,1120313,debit_card,60,0.7405247889071077
362,1120389,debit_card,60,0.405097369145237
363,1120615,debit_card,60,0.27926968292031956
364,1121403,debit_card,60,0.8346499198149762
365,1121549,debit_card,60,0.8382290672524548
366,1121816,debit_card,60,0.2757397408121576
367,1122064,debit_card,60,0.5937855450416802
368,1122075,debit_card,60,0.2777500598896534
369,1122254,debit_card,60,0.6914972018850184
370,1122515,debit_card,60,0.2939475357876411
371,1123652,debit_card,60,0.8244951429157941
372,1123911,debit_card,60,0.25637317781593916
373,1124042,debit_card,60,0.7854583505796064
374,1124375,debit_card,60,0.3477909496652363
375,1124457,debit_card,60,0.8032577819502507
376,1125904,debit_card,60,0.843975971912027
377,1126139,debit_card,60,0.3645289057783514
378,1126269,debit_card,60,0.3681131960218638
379,1126402,debit_card,60,0.37398808804609046
380,1126761,debit_card,60,0.3359899961099685
381,1127366,debit_card,60,0.3349755364674078
382,1127554,debit_card,60,0.793916841779252
383,1127602,debit_card,60,0.29259003116232807
384,1128033,debit_card,60,0.4186311633124774
385,1128231,debit_card,60,0.8333391228336994
386,1128310,debit_card,60,0.8270557140458215
387,1128340,debit_card,60,0.2612721246623498
388,1128529,debit_card,60,0.29569761534526523
389,1131714,debit_card,60,0.3027596555947986
390,1131904,debit_card,60,0.8223970153041852
391,1132660,debit_card,60,0.32362678242568055
392,1132676,debit_card,60,0.7510964872250706
393,1133023,debit_card,60,0.3512767169570354
394,1133092,debit_card,60,0.2827788159732853
395,1133273,debit_card,60,0.37534753202241355
396,1133405,debit_card,60,0.8005224944386083
397,1133623,debit_card,60,0.34844167693006245
398,1133888,debit_card,60,0.7781294914435816
399,1134005,debit_card,60,0.7801756081004058
400,1134244,debit_card,60,0.287477177757639
401,1134934,debit_card,60,0.3707910456707968
402,1135214,debit_card,60,0.2501965610940969
403,1135218,debit_card,60,0.7441642365164554
404,1135231,debit_card,60,0.38063311658652266
405,1135627,debit_card,60,0.8892440638704
406,1135762,debit_card,60,0.262845805544171
407,1135790,debit_card,60,0.26248764911060335
408,1135801,debit_card,60,0.4186470631417669
409,1135820,debit_card,60,0.33494414724677013
410,1136186,debit_card,60,0.5870701856346092
411,1136438,debit_card,60,0.34833151242469806
412,1137152,debit_card,60,0.3915858522108798
413,1137242,debit_card,60,0.6584317975423337
414,1137428,debit_card,60,0.3427437360950687
415,1137788,debit_card,60,0.665176167826091
416,1137792,debit_card,60,0.30422935674043144
417,1137810,debit_card,60,0.3774561600266615
418,1138159,debit_card,60,0.8398857077169821
419,1138230,debit_card,60,0.3290452324312515
420,1138296,debit_card,60,0.25535828840574487
421,1138999,debit_card,60,0.36129969360137554
422,1139146,debit_card,60,0.3429980081305559
423,1139231,debit_card,60,0.713702728450776
424,1139340,debit_card,60,0.3452790164563056
425,1139369,debit_card,60,0.2576495577407964
426,1139498,debit_card,60,0.2685674722912365
427,1140433,debit_card,60,0.26199603962760576
428,1140842,debit_card,60,0.5635742225230802
429,1141554,debit_card,60,0.6340398298601851
430,1143519,debit_card,60,0.30320814026754694
431,1143583,debit_card,60,0.31268828256010384
432,1144136,debit_card,60,0.6566198439981927
433,1146243,debit_card,60,0.3781032703670346
434,1148860,debit_card,60,0.277541981224304
435,1150551,debit_card,60,0.8393695257289229
436,1153801,debit_card,60,0.7342189102071026
437,1155415,debit_card,60,0.8463808436259305
438,1157184,debit_card,60,0.8045440807406481
439,1158126,debit_card,60,0.2593081868025554
440,1159178,debit_card,60,0.25201010039861627
441,1160549,debit_card,60,0.7441241856103578
442,1160782,debit_card,60,0.7586384819875753
443,1161125,debit_card,60,0.7712194427382575
444,1164052,debit_card,60,0.26950824007154905
445,1164324,debit_card,60,0.7173125917842595
446,1167010,debit_card,60,0.8281293592813915
447,1167112,debit_card,60,0.4137780139564154
448,1167831,debit_card,60,0.815538400535635
449,1168093,debit_card,60,0.34828715812054556
450,1168504,debit_card,60,0.42963710628741275
451,1168517,debit_card,60,0.3841922469363336
452,1169249,debit_card,60,0.8057494953518405
453,1169548,debit_card,60,0.31819277333124596
454,1169619,debit_card,60,0.338403491393997
455,1171548,debit_card,60,0.3855613623225195
456,1171704,debit_card,60,0.3197838640953283
457,1171742,debit_card,60,0.42757338863966954
458,1171819,debit_card,60,0.34948901762234974
459,1171826,debit_card,60,0.25545682787370183
460,1172760,debit_card,60,0.27144862239667183
461,1175354,debit_card,60,0.7075679565279421
462,1175589,debit_card,60,0.7494027226373071
463,1177314,debit_card,60,0.7631552397765334
464,1177670,debit_card,60,0.2758583712768852
465,1178046,debit_card,60,0.5125614488841449
466,1178581,debit_card,60,0.26846999953013506
467,1180322,debit_card,60,0.8519519533141969
468,1180462,debit_card,60,0.6797206190124536
469,1181314,debit_card,60,0.28939088546600356
470,1183269,debit_card,60,0.7422199131420653
471,1183334,debit_card,60,0.28436993255306997
472,1185009,debit_card,60,0.8094246487758517
473,1185047,debit_card,60,0.6978308789556983
474,1187931,debit_card,60,0.37097962497468107
475,1189212,debit_card,60,0.7015274571691291
476,1189532,debit_card,60,0.25538981108409853
477,1189728,debit_card,60,0.25195245199608435
478,1190259,debit_card,60,0.2524284545048583
479,1190336,debit_card,60,0.3540056172466822
480,1190365,debit_card,60,0.7006750029572177
481,1190671,debit_card,60,0.3701479427882958
482,1191154,debit_card,60,0.5502434130949725
483,1192489,debit_card,60,0.38373122404551274
484,1195298,debit_card,60,0.6679149749075828
485,1195689,debit_card,60,0.29736892137908194
486,1195712,debit_card,60,0.7386141738086296
487,1196363,debit_card,60,0.3280308728363177
488,1196649,debit_card,60,0.6715882259221507
489,1196819,debit_card,60,0.32397117752465376
490,1198906,debit_card,60,0.27780716327256805
491,1199504,debit_card,60,0.7863818153763286
492,1201176,debit_card,60,0.7343341640141923
493,1203020,debit_card,60,0.359511323238028
494,1205352,debit_card,60,0.7046682933914256
495,1205644,debit_card,60,0.8410683655699422
496,1205748,debit_card,60,0.8435769607683362
497,1209014,debit_card,60,0.36911530650114455
498,1210797,debit_card,60,0.40110817792562065
499,1211102,debit_card,60,0.750087974058637
500,1211198,debit_card,60,0.8297624183670416
501,1211767,debit_card,60,0.3586713440720621
502,1212229,debit_card,60,0.3135429359029101
503,1212498,debit_card,60,0.27930056436039563
504,1214559,debit_card,60,0.802039301886072
505,1214595,debit_card,60,0.7366767814239924
506,1215994,debit_card,60,0.2681762751891816
507,1216033,debit_card,60,0.2867139332783739
508,1217134,debit_card,60,0.7110171236760018
509,1217496,debit_card,60,0.3067844514907352
510,1217498,debit_card,60,0.25559173640052496
511,1218094,debit_card,60,0.9134937836877185
512,1219384,debit_card,60,0.7285003021934925
513,1219386,debit_card,60,0.3924439712274525
514,1219692,debit_card,60,0.3333331739711667
515,1220060,debit_card,60,0.7924434287965204
516,1220566,debit_card,60,0.3748675539163879
517,1221048,debit_card,60,0.35445049438142384
518,1221497,debit_card,60,0.4876043870281853
519,1221557,debit_card,60,0.8115573293095468
520,1221800,debit_card,60,0.2871213576141431
521,1223037,debit_card,60,0.36923603118479403
522,1223284,debit_card,60,0.35090272858107774
523,1223788,debit_card,60,0.3598724460958029
524,1224142,debit_card,60,0.37463145540242715
525,1224721,debit_card,60,0.7766002426307719
526,1225044,debit_card,60,0.2909410553999055
527,1225183,debit_card,60,0.5933264100870604
528,1227445,debit_card,60,0.27498470267675046
529,1227667,debit_card,60,0.6851344638730387
530,1228299,debit_card,60,0.7573290130337842
531,1228480,debit_card,60,0.7636125297069284
532,1229132,debit_card,60,0.40887823404573614
533,1229868,debit_card,60,0.2692939913177648
534,1230170,debit_card,60,0.35755779682551503
535,1230652,debit_card,60,0.32005785095514805
536,1231317,debit_card,60,0.3215466888052679
537,1231629,debit_card,60,0.3639276146681464
538,1232049,debit_card,60,0.2593757920643863
539,1232231,debit_card,60,0.2502093028677228
540,1232271,debit_card,60,0.8232606573920014
541,1232996,debit_card,60,0.4017231153950764
542,1233718,debit_card,60,0.7613538874842454
543,1234326,debit_card,60,0.3821583947999001
544,1234454,debit_card,60,0.7722866826302993
545,1234636,debit_card,60,0.32456394755961776
546,1234793,debit_card,60,0.27726845627625457
547,1234997,debit_card,60,0.25404637802056623
548,1235020,debit_card,60,0.7668463064234563
549,1235136,debit_card,60,0.26624956615826684
550,1235286,debit_card,60,0.3762215144663963
551,1235329,debit_card,60,0.6536388604939308
552,1235340,debit_card,60,0.3876393194722288
553,1236551,debit_card,60,0.40399376879808835
554,1236647,debit_card,60,0.32876074537064504
555,1236668,debit_card,60,0.2705629605534497
556,1236738,debit_card,60,0.7507873119479658
557,1236908,debit_card,60,0.3664575243032993
558,1237808,debit_card,60,0.4084444103419188
559,1237953,debit_card,60,0.3641172175568191
560,1237954,debit_card,60,0.7449599218925068
561,1238388,debit_card,60,0.29542871127543646
562,1238445,debit_card,60,0.2921788099759673
563,1238487,debit_card,60,0.298001632860844
564,1238580,debit_card,60,0.3567086755055649
565,1238643,debit_card,60,0.3721024446436382
566,1238854,debit_card,60,0.8208992561600544
567,1238920,debit_card,60,0.3658026072736221
568,1239214,debit_card,60,0.7865219313936205
569,1239546,debit_card,60,0.8611261893827196
570,1239763,debit_card,60,0.7914712442323751
571,1239766,debit_card,60,0.8322976009244647
572,1240073,debit_card,60,0.49214770829146753
573,1240324,debit_card,60,0.26708827586398665
574,1240585,debit_card,60,0.2578387615834592
575,1240945,debit_card,60,0.2690698531047529
576,1241246,debit_card,60,0.3236611701912184
577,1241460,debit_card,60,0.8014072165832891
578,1241773,debit_card,60,0.37421062084093537
579,1241826,debit_card,60,0.7689784820763593
580,1242126,debit_card,60,0.27630077757800864
581,1242150,debit_card,60,0.28360509738264156
582,1242236,debit_card,60,0.2962758526247084
583,1242376,debit_card,60,0.6819905796523285
584,1242825,debit_card,60,0.27942453399390865
585,1242844,debit_card,60,0.35833017450594296
586,1243221,debit_card,60,0.3163687779525184
587,1243324,debit_card,60,0.4041604426710485
588,1243381,debit_card,60,0.31757349365950405
589,1243680,debit_card,60,0.8301109213540779
590,1243690,debit_card,60,0.25246706878588204
591,1243722,debit_card,60,0.4038008568873252
592,1244110,debit_card,60,0.3278229450273003
593,1244243,debit_card,60,0.26936459945026436
594,1244430,debit_card,60,0.2530520882585504
595,1244529,debit_card,60,0.25153430732396653
596,1244762,debit_card,60,0.28067987943022954
597,1245345,debit_card,60,0.7463700064133214
598,1245395,debit_card,60,0.31476980753177497
599,1245485,debit_card,60,0.8398257911865533
600,1245597,debit_card,60,0.7468653394913107
601,1246401,debit_card,60,0.6636648015549956
602,1246607,debit_card,60,0.3308034093006911
603,1246645,debit_card,60,0.8599833461809756
604,1246759,debit_card,60,0.8231694933606424
605,1247125,debit_card,60,0.8999389879554016
606,1247447,debit_card,60,0.3324942497768602
607,1247543,debit_card,60,0.8075570099107506
608,1247715,debit_card,60,0.31309938905226864
609,1248069,debit_card,60,0.3782406230918244
610,1248106,debit_card,60,0.27315889633582613
611,1248131,debit_card,60,0.3065016259852726
612,1248233,debit_card,60,0.8666436568186996
613,1248241,debit_card,60,0.3470086005128499
614,1248475,debit_card,60,0.8225856469443311
615,1248644,debit_card,60,0.4008859428268251
616,1248959,debit_card,60,0.39755438966883994
617,1249088,debit_card,60,0.7763471341000014
618,1249225,debit_card,60,0.45896948890155653
619,1249739,debit_card,60,0.4048099817140141
620,1249859,debit_card,60,0.2510927647344412
621,1249987,debit_card,60,0.838698248373736
622,1250060,debit_card,60,0.7147862739409251
623,1250101,debit_card,60,0.3652787916421098
624,1250791,debit_card,60,0.879039228584081
625,1251433,debit_card,60,0.3048709085757116
626,1251447,debit_card,60,0.8584263467126059
627,1251506,debit_card,60,0.2515172832900931
628,1252246,debit_card,60,0.2755012173253952
629,1252896,debit_card,60,0.39622058990807896
630,1252950,debit_card,60,0.33970583384847225
631,1252987,debit_card,60,0.7574259901720396
632,1253052,debit_card,60,0.33854595646301233
633,1253782,debit_card,60,0.2520674906553933
634,1254021,debit_card,60,0.7227108832322109
635,1254119,debit_card,60,0.7569834409629967
636,1254486,debit_card,60,0.3304162325326054
637,1254612,debit_card,60,0.25806286009582563
638,1254829,debit_card,60,0.7547214668767368
